"codMinInterno","codIstat","anno","QliRifiuti","KmStrade","Studenti","NrPuntiLuce","NrPermessi","NrIscritti","KmPolizia","NrCertificati","ImpTot","ImpPers","ImpNoPers","vecchiaia","laurea","superficie","altitudine","litoraneità","gradourb","ruralità","PopTot"
5200530330,105009,1999,9828.5023923445,159,367,805,42,2969.63092783505,8112,1231,1872021.98,856215.3,1015806.68,0.184109106659889,0.149718344211578,102.61,427,0,1,1,3373
5200530370,105011,1999,580,31.1212425231934,143,240,19,1185.44059002399,5594,560,1048301.63,465875.11,582426.52,0.214180201292038,0.138847857713699,19.31,190,1,1,1,1354
5200530700,105014,1999,8180.51953628167,100.171653747559,280,550,33,2128,7500,929,1739100.44,569509.93,1169590.51,0.180168777704239,0.150210976600647,77.73,599,0,1,1,2370
5200530780,105015,1999,4937.02770780856,66.811164855957,154,280,28,1400.81605911255,5000,821,1066275.36,480152.56,586122.8,0.196875005960464,0.129374995827675,148.2,820,0,1,1,1600
5200530850,105016,1999,1484.9999563694,48.3347358703613,117,241,23,1001.58348226547,3885,476,616266.599609375,264001.92,352264.679609375,0.214160844683647,0.138111889362335,117.92,682,0,1,1,1144
5200530940,105019,1999,3000.0000731945,44.006908416748,102,230,12,1004.21001237631,4950,385,671754.46,254766.12,416988.34,0.202266782522202,0.117698341608047,28.54,140,0,1,1,1147
5200530950,105020,1999,2400.0000371933,70.0470504760742,211,401,17,1446,5000,890,833706.56,366912.16,466794.4,0.218271002173424,0.161863893270493,122.11,775,0,1,1,1631
5200170450,106011,1999,1145,114,377,550,40,2672.05663275719,10000,1271,1726962.67,616135.15,1110827.52,0.146461337804794,0.158584535121918,37.56,40,0,1,1,3052
5200170870,106023,1999,1478,8.04615211486816,42,98,8,501.515404939651,1848,325,505120.67,153905.19,351215.48,0.274047195911407,0.10163339227438,9.64,164,0,1,1,551
5200170930,106026,1999,1775.70002436638,99.3673553466797,355,475,34,2712.43548933288,9800,1573,1628634.95,616125.85,1012509.1,0.176801055669785,0.159947127103806,38.64,108,0,1,1,3026
5200170960,106028,1999,629.999984622002,47.9999961853027,141,420,20,1329.89974611998,4000,765,818277.067138672,290927.555099487,527349.512039185,0.211981564760208,0.125082284212112,27.46,300,0,1,1,1519
5200170260,107007,1999,984.557413578033,73.2302932739258,209,420,25,1849.95270806551,4101,1009,1138261.64770508,708870.15,429391.497705078,0.161855176091194,0.133459538221359,34.65,59,1,1,1,2113
5200170410,107012,1999,9352.75885105133,147.625793457031,361,636,35,3013.55760643049,13510,1554,2616052,865456.78,1750595.22,0.157817110419273,0.15339232981205,85.96,125,0,1,1,3390
5200170430,107013,1999,5371.42898383372,83,194,303,27,1532.19865319865,8180,732,1019633.11,376861.7,642771.41,0.193511664867401,0.141718834638596,61.46,190,0,1,1,1757
5200170470,107014,1999,3755,45,169,345,24,1327,6423,1050,876235.75,384169.05,492066.7,0.171312034130096,0.144119650125504,29.55,98,0,1,1,1471
5200170481,107015,1999,338,20.8064804077148,96,149,9,817.478723404255,3674,210,602072.03,224310.66,377761.37,0.176142692565918,0.14046822488308,14,66,0,1,1,897
5200170620,107019,1999,1065,89.9929504394531,300,658,63,2254,13881,997,1803135.41,730540.16,1072595.25,0.146275565028191,0.145503669977188,36.69,77,1,1,1,2591
5200170940,107022,1999,1216,165.84733581543,425,700,65,3233,15177,2197,2502187.19,812622.72,1689564.47,0.136690646409988,0.14335198700428,91.47,121,0,1,1,3753
1030490370,108013,1999,1695.59984850883,69.4440307617188,372,1000,72,3526,14000,2151,2194103.0246582,744047.58,1450055.4446582,0.127915546298027,0.123005159199238,3.41,182,0,3,0,4073
1030491600,108036,1999,1399,62.2919540405273,400,480,70,2979.360655725,9908,1991,1811710.66,651761.994735718,1159948.66526428,0.13194240629673,0.152218624949455,5.8,193,0,3,0,3403
3110060030,109001,1999,1442.84992265701,63.7446746826172,245,360,33,1924.37106120586,8996,2027,1297264.84,348175.1,949089.74,0.179708823561668,0.150136485695839,12.99,224,1,2,1,2198
3110060260,109010,1999,399.999945759773,21.2229175567627,118,281,29,1026.97327333689,4672,579,631888.742431641,230367.67,401521.072431641,0.250639379024506,0.135549873113632,7.82,293,0,2,0,1173
3110060350,109014,1999,1361.14395393474,12.6296052932739,49,148,12,492.204724409449,2229,270,395377.19,170692.1,224685.09,0.343984961509705,0.124060153961182,15.98,757,0,1,1,532
3110060510,109026,1999,383.400006651878,13,66,166,14,738.924205378973,1850,324,493897.03,146362.34,347534.69,0.246376812458038,0.107487924396992,5.99,429,0,2,0,828
3110060590,109032,1999,1049.5,49.9999961853027,196,293,30,1353,7057,1320,675780.75,263315.03,412465.72,0.184278354048729,0.171391755342484,14.38,248,0,2,1,1552
3110060610,109035,1999,683.499988496304,47.7622909545898,234,309,21,1577.10556422257,8521,598,1051888.94,321683.44,730205.5,0.223605841398239,0.157552793622017,12.49,316,0,2,0,1847
3110060660,109036,1999,4266.41015696526,51.976676940918,150,278,15,1255,6664,791,758236.2,267802.53,490433.67,0.231500342488289,0.13917176425457,25.97,625,0,1,1,1473
3110060690,109039,1999,1152.81170606613,9.83560371398926,41,80,8,373.178431987762,1795,292,284337.852783203,103735.574188232,180602.278594971,0.285365849733353,0.134146347641945,11.31,806,0,1,1,410
1010810010,1001,2000,1074.39991950989,64.1702651977539,223,600,31,2217,9000,1063,1215573.24,289874.35,925698.89,0.241771161556244,0.117163009941578,13.28,315,0,2,0,2552
1010810040,1004,2000,700.000012993813,41.379077911377,152,295,20,1466,3500,958,876096.83,250987.72,625109.11,0.204396903514862,0.121212124824524,11.73,230,0,2,0,1683
1010810050,1005,2000,1649.99996709824,10.9894733428955,61,137,17,551.660098522167,2419,181,344198.9,108378.48,235820.42,0.228663444519043,0.132045090198517,6.95,610,0,1,1,621
1010810090,1009,2000,756.887114524841,31.1569042205811,180,355,30,1427,6859,1360,1038179.59,268432.6,769746.99,0.162162154912949,0.142185658216476,7.48,306,0,2,0,1702
1010810100,1010,2000,225.465596795082,8.33351612091064,40,83,9,424,1843,152,280496.01,135577.68,144918.33,0.277432709932327,0.111801244318485,9.32,836,0,1,1,483
1010810150,1015,2000,296.757566452026,13.6750764846802,54,153,15,673,3013,281,372853.48,190229.607788086,182623.872211914,0.30748662352562,0.0962566807866096,7.16,365,0,2,1,748
1010810160,1016,2000,9314,75.8036880493164,273,695,43,2672,8906,1443,1662726.27,540440.12,1122286.15,0.215827330946922,0.120667099952698,12.9,440,0,2,0,3058
1010810270,1027,2000,4949.99994206429,50.6178665161133,170,295,48,1750,8934,880,930784.96,355353.85,575431.11,0.204122677445412,0.10759175568819,14.22,255,0,2,0,1989
1010810300,1030,2000,3141.7692592144,89.4265594482422,316,855,39,3183,14722,1202,1750285.34,425193.8,1325091.54,0.199778944253922,0.113290965557098,13.34,253,0,2,0,3619
1010810320,1032,2000,7145.20316622691,32,188,331,40,1956,8700,602,1114965.37,414353.89,700611.48,0.212842389941216,0.113605745136738,5.01,394,0,2,0,2227
1010810350,1035,2000,1539.20001792908,101.226745605469,357,736,53,3495,20448,1941,1622746.83,477143.17,1145603.66,0.197450637817383,0.119720071554184,22.64,400,0,2,0,4001
1010810370,1037,2000,257.899994313717,8.17014026641846,36,111,6,408,1785,129,236499.56,82871.71,153627.85,0.273781895637512,0.111368909478188,8.94,360,0,1,1,431
1010810400,1040,2000,488.399961709976,33.9916381835938,131,298,26,1170,6002,1211,810229.98,288874.49,521355.49,0.201937407255173,0.131147533655167,12.35,455,0,2,0,1342
1010810430,1043,2000,488,29.6204795837402,133,265,34,1120,5253,700,816383.05,239636.52,576746.53,0.179622635245323,0.135094344615936,5.05,317,0,2,0,1325
1010810500,1050,2000,531.549953937531,25,103,311,17,1151,4798,545,763334.14,254595.69,508738.45,0.244461417198181,0.106187932193279,9.18,285,0,2,0,1309
1010810520,1052,2000,112.244604316547,7.04350566864014,19,74,6,250,1244,101,211868.7,68411.4498596191,143457.250140381,0.334572494029999,0.0966542735695839,11.72,659,0,1,1,269
1010810550,1056,2000,400.000014781952,25.8557186126709,78,182,12,896.589353612167,4607,387,493318.08,253300.38684082,240017.69315918,0.222891569137573,0.106425702571869,11.48,257,0,1,1,996
1010810560,1057,2000,1628.79384040833,18.9509239196777,68,210,20,683.5,3359,508,437930.14,139457.82,298472.32,0.291025638580322,0.116666667163372,10.46,349,0,1,1,780
1010810600,1061,2000,2280.64990985394,24.2736835479736,125,190,16,1300,5328,620,716629.4,196534.57,520094.83,0.205198362469673,0.112859100103378,2.19,239,0,2,0,1462
1010810610,1062,2000,1366.60461080074,66.7032165527344,244,435,45,2238,8000,1379,1033585.71,234964.65,798621.06,0.151966392993927,0.125238642096519,14.22,405,0,2,0,2619
1010810640,1065,2000,723.809577941895,46.475227355957,197,306,38,1607.43642783165,8207,801,669702.57,230662.56,439040.01,0.180827885866165,0.143790856003761,17.29,244,0,2,1,1836
1010810660,1067,2000,182.589686098655,15.2339992523193,22,126,10,412.709750566893,1892,225,292367.28,113171.357574463,179195.922425537,0.292134821414948,0.0674157291650772,28.6,828,0,1,1,445
1010810740,1076,2000,2007.65005892515,34.1611175537109,165,265,26,1419.836492891,10000,1279,771109.4,366133.34,404976.06,0.181545838713646,0.132414624094963,18.63,550,0,1,1,1669
1010810790,1081,2000,594.743429286608,26.4373550415039,152,250,30,1346,5170,794,725124.6,211164.25,513960.35,0.184343427419662,0.128787875175476,6.03,378,0,2,0,1584
1010810820,1084,2000,675.309278350515,2.97504806518555,35,38,4,360.771863117871,1054,105,197251.42,78787.57,118463.85,0.178841307759285,0.118387907743454,4.94,646,0,1,1,397
1010810830,1085,2000,143.100008130074,6.14398670196533,30,75,6,297,1353,78,187990.31,68715.11,119275.2,0.239644974470139,0.118343196809292,6.19,495,0,1,1,338
1010810900,1092,2000,441,10.5141716003418,50,120,9,570.689943552017,1400,137,448592.4,198441.85,250150.55,0.191387563943863,0.106858052313328,4.64,280,0,2,0,627
1010810920,1094,2000,1206.39987015724,95,302,628,80,2692,10000,1310,1565855.49,433526.32,1132329.17,0.222434058785439,0.124563075602055,41.39,625,0,1,1,3147
1010810940,1096,2000,455,16.3392601013184,79,182,25,836,3592,305,444919.36,237024.056762695,207895.303237305,0.223175972700119,0.113733902573586,6.87,375,0,2,0,932
1010811020,1104,2000,915.665975809097,65.509033203125,217,385,48,2254,8700,1480,1310937.52,385323.84,925613.68,0.185518592596054,0.113894328474998,12.19,429,0,2,0,2555
1010811040,1106,2000,3850.00004291534,53.1426277160645,226,326,35,1835,9384,1503,1168629.38,223483.81,945145.57,0.205964580178261,0.14119291305542,15.69,247,0,2,0,2146
1010811090,1111,2000,1249.99996089935,11,61,113,14,507.886744022369,1957,205,281025.89,116108.81,164917.08,0.175627246499062,0.146953403949738,7.35,314,0,2,1,558
1010811120,1114,2000,296.100013971329,23.4280834197998,66,187,7,631.672760486603,3023,241,396051.69,160942.43,235109.26,0.23775215446949,0.126801148056984,33.59,771,0,1,1,694
1010811170,1119,2000,357.436201780415,16.8838233947754,85,170,12,804.253968253968,2500,247,520419.67,243127.680541992,277291.989458008,0.179916322231293,0.119246862828732,4.33,394,0,2,0,956
1010811200,1122,2000,269.710099697113,11.1437397003174,48,107,9,570.470756062767,2453,219,341081.05,119310.32,221770.73,0.200000002980232,0.0992248058319092,7.9,560,0,1,1,645
1010811210,1123,2000,445.443036794662,7.88756322860718,51,58,8,355.884797334671,1484,180,194969.19,99438.2040710449,95530.9859289551,0.127877235412598,0.176470592617989,4.68,256,0,1,1,391
1010811300,1132,2000,6561.79018087855,30,158,290,40,1720.56852791878,7373,925,931673.27,300355.32,631317.95,0.223819300532341,0.101642712950706,7.94,277,0,2,0,1948
1010811330,1135,2000,665.599958062172,49.9999961853027,170,280,25,1277,6782,755,871540.64,189164.73,682375.91,0.162483483552933,0.150594457983971,12.68,268,0,2,0,1514
1010811340,1136,2000,2220.80002975464,17.3421115875244,96,235,18,859.296618357488,3000,331,453449.16,250757.210266113,202691.949733887,0.230223119258881,0.130831643939018,7.41,241,0,2,0,986
1010811390,1141,2000,1389,9.10383033752441,57,110,6,486.952344179153,2450,210,359138.45,136059.946746826,223078.503253174,0.213084116578102,0.143925234675407,5.11,268,0,2,1,535
1010811440,1146,2000,11290.1097653293,66.8049087524414,376,668,49,3540,14594,1670,2146276.09,629207.19,1517068.9,0.206681624054909,0.125903770327568,7.12,410,0,2,0,4011
1010811450,1147,2000,463.79998549819,24.8321266174316,51,118,8,638.874458874459,3170,529,516653.67,146223.93,370429.74,0.285106390714645,0.0978723391890526,27.72,730,0,1,1,705
1010811520,1154,2000,823.554020285606,23.603443145752,63,113,8,607.097595453262,3026,224,373803.76,125463.91,248339.85,0.22788605093956,0.127436280250549,30.1,838,0,1,1,667
1010811700,1173,2000,2565.50756901158,17.7071762084961,80,165,14,792.683266932271,3124,447,418844.48,233717.927215576,185126.552784424,0.184983670711517,0.117519043385983,5.46,344,0,2,1,919
1010811710,1174,2000,1202,12.9287738800049,80,130,20,663.529455900192,2846,400,397443.54,185397.572296143,212045.967703857,0.148148149251938,0.148148149251938,4.46,241,0,2,1,729
1010811711,1175,2000,1299.99989998341,103,238,670,72,2362.61795075457,15000,1996,1444897.82867432,863835.62,581062.208674316,0.159271895885468,0.113386422395706,99.99,1100,0,1,1,2637
1010811740,1178,2000,763.976150512695,48.1348495483398,183,350,46,1666.97111034393,5967,766,959861.49,215741.09,744120.4,0.23056723177433,0.129201680421829,15.97,243,0,2,1,1904
1010811770,1181,2000,1932.56584227085,94.5977325439453,287,605,55,3326.09119662625,15684,1667,1913527.04,503474.72,1410052.32,0.169881105422974,0.108322322368622,11.15,262,0,2,0,3785
1010811780,1182,2000,79.4715511798859,4.06772327423096,13,43,4,207,891,105,114296.56,58493.0612182617,55803.4987817383,0.308695644140244,0.0782608687877655,1.98,650,0,2,0,230
1010811820,1186,2000,2107,34.3955917358398,36,225,9,701.7574903965,3148,425,454348.83,164413.02,289935.81,0.299610882997513,0.0635538250207901,63.47,844,0,1,1,771
1010811830,1187,2000,1839,13,65,190,14,659.853723404255,2696,276,494802.89,176496.454284668,318306.435715332,0.208933711051941,0.125360235571861,4.03,364,0,2,0,694
1010811920,1196,2000,1109.99999573827,39.1612205505371,134,184,22,1100.5161164403,7759,523,683789.97,145546.85,538243.12,0.229116946458817,0.14319808781147,11.11,295,0,2,1,1257
1010811931,1198,2000,381.841317415237,18.5823955535889,88,218,15,970,4059,438,497175.5,181879.08,315296.42,0.233089581131935,0.106946982443333,8.53,630,0,2,0,1094
1010811950,1200,2000,2776.14102564103,18,80,180,18,836.351177730193,3648,318,473128.75,241093.139282227,232035.610717773,0.20147679746151,0.112869195640087,4.36,436,0,2,0,948
1010811990,1206,2000,1174.9999755621,13.2123069763184,66,150,15,671.321854304636,2909,222,405322.485656738,86464.167766571,318858.317890167,0.222074463963509,0.118351064622402,6.3,590,0,2,0,752
1010812000,1207,2000,248,9.93936443328857,54,82,13,555.216691493988,3250,333,336221.19,133803.65,202417.54,0.224590167403221,0.118032783269882,8.01,611,0,1,1,610
1010812010,1208,2000,920.000021934509,5.55433654785156,28,48,9,282.384858044164,1213,113,173736.1,81890.2857055664,91845.8142944336,0.192546591162682,0.118012420833111,1.93,334,0,2,0,322
1010812011,1209,2000,353.786600589752,5.96699953079224,34,74,9,368,1351,171,226864.02,103761.604248047,123102.415751953,0.22549019753933,0.110294118523598,3.88,275,0,2,0,408
1010812020,1210,2000,419.999937534332,25.9624156951904,82,250,15,957,4585,608,633687.45,151052.8,482634.65,0.227230906486511,0.101195953786373,17.79,295,0,1,1,1087
1010812030,1211,2000,530.000004649162,26.9999980926514,112,364,21,1247,6500,582,549980.63,165505.33,384475.3,0.186828926205635,0.107372939586639,6.58,470,0,2,0,1397
1010812100,1218,2000,4500.00002574921,37.3092422485352,152,230,23,1200,6588,620,656163.65,138949.11,517214.54,0.167369902133942,0.143459916114807,11.03,286,0,2,0,1422
1010812160,1225,2000,660,41.1628684997559,169,500,27,1475,11000,750,1007594.5,312871.14,694723.36,0.193645089864731,0.128896877169609,10.65,211,0,2,0,1668
1010812191,1227,2000,492.637619553666,40.8440742492676,68,227,18,876,3772,328,507379.14,248722.669006348,258656.470993652,0.26993864774704,0.0879345610737801,59.66,860,0,1,1,978
1010812200,1229,2000,1036.5295715332,76.4967041015625,192,550,28,1690,9764,725,903212.88,290982.66,612230.22,0.182182177901268,0.129129126667976,26.76,640,0,1,1,1998
1010812210,1230,2000,944.555960297585,19.4944229125977,54,166,14,732.283018867925,3442,322,511324.87,158854.91,352469.96,0.298039227724075,0.0954248383641243,15.31,675,0,1,1,765
1010812240,1233,2000,329.999996423721,8.77514457702637,45,82,9,480,1932,182,259196.29,109026.12,150170.17,0.184501841664314,0.110701106488705,2.15,247,0,2,0,542
1010812290,1238,2000,150,6.40922832489014,34,70,8,323.056,1409,171,235570.97,93080.2626342773,142490.707365723,0.188524588942528,0.122950822114944,3.43,550,0,2,1,366
1010812300,1239,2000,210.89998716116,8.35406684875488,39,64,10,379.54977107048,1839,248,255183.42,84706.16,170477.26,0.17745803296566,0.127098321914673,3.28,430,0,2,0,417
1010812330,1243,2000,1230,44.6253204345703,273,390,30,2217.03424393998,9789,1087,1369743.37,470837.74,898905.63,0.145482391119003,0.140505358576775,8.86,320,0,2,0,2612
1010812340,1244,2000,952.412277460098,61.904956817627,217,375,35,2061,10926,1247,1202946.9,279228.1,923718.8,0.228547513484955,0.121808290481567,20.36,300,0,2,0,2389
1010812400,1250,2000,2998,38,150,419,23,1243,6433,514,588201.03,146233.22,441967.81,0.173351466655731,0.13664174079895,12.43,451,0,2,0,1471
1010812420,1252,2000,1137.13088642659,60,305,403,50,2354,9600,1441,1163296.44,382404.31,780892.13,0.158179849386215,0.13506680727005,11.17,195,0,2,0,2769
1010812440,1254,2000,1476.1999130249,84.7246017456055,287,600,64,3007,12000,1100,1507370.36,328767.17,1178603.19,0.210882350802422,0.116176471114159,12.62,413,0,2,0,3400
1010812460,1256,2000,1532.19986915588,69.1659240722656,403,715,70,3383.59402241594,11294,1500,1638664.03,522482.92,1116181.11,0.188833743333817,0.134243175387383,9.96,380,0,2,0,4030
1010812480,1258,2000,254,9.16656684875488,10,70,3,170,396,101,132998.604736328,47048.7666320801,85949.838104248,0.124324321746826,0.0756756737828255,78.52,1560,0,1,1,185
1010812540,1264,2000,205.000004470348,8.52492332458496,36,75,12,464.097087378641,1870,310,235581.3,130719.275939941,104862.024060059,0.293774306774139,0.0953307375311852,6.08,258,0,1,1,514
1010812570,1267,2000,2180.00001358986,43.9999961853027,113,260,12,1020,5478,508,554779.55,180961.85,373817.7,0.24601174890995,0.127623841166496,29.51,552,0,1,1,1191
1010812580,1268,2000,620.000027656555,4.54995775222778,23,63,4,228,1002,140,140888.41,64342.3673400879,76546.0426599121,0.24110671877861,0.1225296407938,2.15,356,0,2,0,253
1010812610,1271,2000,334.000012993813,12.7926006317139,81,150,10,769.111646413803,3091,304,371904.23,214898.420562744,157005.809437256,0.200000002980232,0.13609467446804,8.65,270,0,1,1,845
1010812630,1273,2000,1002.30000704527,41.1652069091797,203,446,30,2083.13057583131,10000,658,1279790.01,308197.2,971592.81,0.167880088090897,0.122912205755711,9.94,197,0,2,0,2335
1010812650,1276,2000,1424.10010099411,86.2159271240234,311,896,38,2804,13427,1562,1478911,421647.81,1057263.19,0.164580151438713,0.133129775524139,16.41,372,0,2,0,3275
1010812660,1277,2000,59.2,3.45239663124084,11,40,3,130.24,648,82,131972.3,29888.39,102083.91,0.324324309825897,0.101351350545883,12.11,654,0,1,1,148
1010812730,1283,2000,529.200019359589,22,133,240,33,1113,5000,551,534824.69,172327.21,362497.48,0.172960728406906,0.134441092610359,7.08,381,0,2,0,1324
1010812740,1284,2000,1489,126.647346496582,386,774,62,2974,17860,1365,1686157.41,404325.84,1281831.57,0.173223882913589,0.136427968740463,36.74,510,0,1,1,3533
1010812750,1287,2000,1499.99999982119,78.0929260253906,270,739,49,2730,18920,1636,1532312.13,376822.45,1155489.68,0.243577539920807,0.111639708280563,11.79,385,0,2,0,3153
1010812761,1289,2000,1909.03203342618,15,53,159,19,623.481038808823,3290,281,480026.03,158215.02,321811.01,0.197080299258232,0.108029194176197,22.44,521,0,1,1,685
1010812840,1297,2000,348.387527839644,31.1316909790039,69,180,10,820,3976,290,660438.89,179350.5,481088.39,0.25806450843811,0.103448279201984,32.77,738,0,1,1,899
1010812890,1302,2000,1714.91843605042,71.4574203491211,270,560,45,2457,14000,1572,1400882.62,473451.53,927431.09,0.171418517827988,0.121084123849869,10.36,381,0,2,0,2841
1010812891,1303,2000,957.777322292328,48.6775093078613,282,601,44,2312.22200757265,11000,1304,916941.85,276031.24,640910.61,0.184778496623039,0.143506243824959,5.64,367,0,2,0,2641
1010812910,1305,2000,709.999982357025,59.5728607177734,165,462,33,1800,12000,725,865985.63,276655.12,589330.51,0.200292393565178,0.117933720350266,25.63,450,0,1,1,2052
1010812930,1307,2000,13411.5349843712,104.01895904541,365,666,50,3684,18398,1590,1844058.42,472919.07,1371139.35,0.212433993816376,0.117618821561337,11.54,530,0,2,0,4166
1010812960,1310,2000,3653.57792663574,28,95,234,13,898,4749,295,478290.73,116183.69,362107.04,0.184160307049751,0.121183209121227,14.15,246,0,2,1,1048
1010812970,1311,2000,918,33.7352523803711,118,291,15,1239,5958,600,708149.69,236870.37,471279.32,0.291960507631302,0.10578279197216,16.91,243,0,1,1,1418
1010812990,1313,2000,729.481486916542,44.3969192504883,111,299,18,1070,4820,469,792253.66,259560.39,532693.27,0.281884640455246,0.11697806417942,84.49,774,0,1,1,1231
1010880060,2006,2000,3403.33333333333,24.9615707397461,89,208,15,858,4471,753,585578.97,121117.41,464461.56,0.231145933270454,0.116552397608757,23.2,185,0,1,1,1021
1010880070,2007,2000,1407.01412429379,48.0107421875,105,342,32,1271.70383522727,6132,1108,629493.3,181348.16,448145.14,0.257973074913025,0.0999291315674782,26.34,127,0,1,1,1411
1010880150,2015,2000,939.999898910522,89.0477600097656,231,438,31,2246,12000,2107,1095478.42,361922.67,733555.75,0.254694849252701,0.121283255517483,39.32,242,0,1,1,2556
1010880290,2029,2000,69.4444432854652,1.91432988643646,7,23,2,69,338,36,92706.08,23757.02,68949.06,0.253333330154419,0.119999997317791,22.89,1304,0,1,1,75
1010880300,2030,2000,399,27,76,256,17,923.972677595629,4822,849,636452.56,160015.39,476437.17,0.334277629852295,0.096317283809185,23.73,119,0,1,1,1059
1010880310,2031,2000,586.849462509155,25.8936309814453,104,220,23,842.281481481481,3531,413,556884.11,197628.43,359255.68,0.132056444883347,0.141129031777382,11.13,135,0,1,1,992
1010880320,2032,2000,473.100026488304,32.0908622741699,90,176,23,829.013114754098,4213,318,619407.42,212032.93,407374.49,0.21752904355526,0.12777191400528,30.11,183,0,1,1,947
1010881301,2035,2000,142.310757875443,5.81486654281616,27,70,7,323,1327,186,211374.45,77239.74,134134.71,0.270194977521896,0.100278548896313,9.64,197,0,1,1,359
1010880450,2045,2000,250,2.05402874946594,10,20,2,101.818181818182,452,57,95094.18,45471.45,49622.73,0.33928570151329,0.116071425378323,9.12,143,0,1,1,112
1010880470,2047,2000,1086.54803276062,25,54,175,13,809,3629,395,632642.01171875,223799.538574219,408842.473144531,0.338636368513107,0.0829545482993126,21.12,129,0,1,1,880
1010880590,2059,2000,272.551024913788,13.5639142990112,46,100,11,491.579322638146,2000,232,350561.13,99697.87,250863.26,0.185251802206039,0.109712228178978,17.05,157,0,1,1,556
1010880620,2062,2000,2115.18063163757,21.2093257904053,79,176,15,760.919924736023,3745,204,442054.57,212609.561645508,229445.008354492,0.239234447479248,0.126794263720512,12.52,206,0,1,1,836
1010880780,2079,2000,664.095508575439,38,107,213,19,1340.51323828921,6320,499,576455.25,150910.26,425544.99,0.300403237342834,0.0967741906642914,20.19,322,0,1,1,1488
1010880810,2082,2000,344,21.1193332672119,56,194,19,755,3729,292,454888.01,218204.550109863,236683.459890137,0.293706297874451,0.0874125882983208,11.82,107,0,1,1,858
1010880920,2093,2000,450,28.142520904541,100,245,25,972,4969,338,484310.56,63372.88,420937.68,0.243315503001213,0.119429588317871,17.42,117,0,1,1,1122
1010881010,2102,2000,1693.85017421603,13.9721221923828,48,83,12,520,2466,290,326999.33,100144.61,226854.72,0.261538475751877,0.10940171033144,16.65,459,0,1,1,585
1010881070,2108,2000,1009.47867250443,10.6788635253906,39,70,6,387.74149274826,1886,220,232717.54,98146.44,134571.1,0.192488268017769,0.122065730392933,11.06,140,0,1,1,426
1010881110,2112,2000,67.4999961853027,3.7504448890686,8,35,3,143.503105590062,667,49,204505.57,38656.2839355469,165849.286064453,0.217105269432068,0.0723684206604958,24.28,906,0,1,1,152
1010881150,2116,2000,949.399992227554,86.6332321166992,226,445,41,2151.12816077471,11058,1023,1208969.82,423624.29,785345.53,0.217745214700699,0.115995116531849,28.14,278,0,1,1,2457
1010881250,2126,2000,103.886559605598,6.00778484344482,24,50,6,223.739495798319,1061,145,162294.51,61162.96,101131.55,0.19200000166893,0.128000006079674,12.07,148,0,1,1,250
1010881300,2131,2000,752,62.0072631835938,167,487,20,1559,8042,764,803925.07,319061.39,484863.68,0.255179941654205,0.111232280731201,30.68,161,0,1,1,1834
1010881330,2134,2000,157.831986904144,9.13659381866455,29,85,10,327.503957783641,1613,136,263637.3,97776.65,165860.65,0.225274726748466,0.104395605623722,22.61,622,0,1,1,364
1010881450,2147,2000,272.193598031998,15.1157484054565,41,120,8,550,2668,246,311963.72,156151.041687012,155812.678312988,0.285016298294067,0.0895765498280525,12.25,141,0,1,1,614
1010881480,2150,2000,1803.55300201092,120.804695129395,343,534,88,3017,21000,1018,1817295.63,608287.07,1209008.56,0.237370833754539,0.123708382248878,44.95,182,0,1,1,3484
1010881500,2152,2000,1056.70000231266,81,219,632,26,2041,4900,1690,1244517.55,410958.7,833558.85,0.210258588194847,0.12081390619278,28.66,390,0,1,1,2359
1010520170,3018,2000,405.309458218549,26.9237213134766,94,282,16,973,3100,307,715566.01,119052.1,596513.91,0.220018029212952,0.113615870475769,12.68,160,0,1,1,1109
1010520180,3019,2000,451.700067996979,20.6291694641113,107,257,25,1025,6000,493,597165.68,246704.75,350460.93,0.199492812156677,0.114961959421635,9.64,389,0,2,0,1183
1010520210,3022,2000,2538,17.7664947509766,94,194,19,901.684461391802,3907,422,443790.38,150561.65,293228.73,0.185978576540947,0.122687436640263,3.27,400,0,2,0,1027
1010520250,3026,2000,1130.30012845993,37.9131622314453,233,456,45,2325,10249,1108,1107249.51,409530.18,697719.33,0.173553720116615,0.117580763995647,4.75,345,0,2,0,2662
1010520360,3037,2000,400.877616941929,29.9999980926514,54,119,21,695.145098039216,3761,279,544274.3,196639.41,347634.89,0.183776929974556,0.0925221815705299,15.9,151,0,1,1,789
1010520400,3041,2000,903.897079586983,20.3957386016846,80,200,14,747.267055273056,3603,410,460261.22,149823.11,310438.11,0.225334957242012,0.130328863859177,17.43,141,0,1,1,821
1010520430,3044,2000,1081,6.96431684494019,30,82,8,354,1532,150,249098.01,111081.1,138016.91,0.23573200404644,0.0992555841803551,6.57,233,0,1,1,403
1010520440,3045,2000,2099.99993801117,24,83,208,15,1114,4909,601,453105.71,160728.62,292377.09,0.244268774986267,0.0885375514626503,9.85,243,0,2,0,1265
1010520560,3058,2000,2853.26989102364,39.023063659668,200,395,44,1928.65352237483,8591,833,1212574.47662354,404542.923919678,808031.552703857,0.193854495882988,0.114776320755482,8.38,289,0,2,0,2213
1010520580,3060,2000,2460.00000071526,22.166389465332,123,209,16,1015.14692307692,4842,571,584670.01,226906.89,357763.12,0.144638404250145,0.137157112360001,5.24,337,0,2,0,1203
